"Name";"Edition";"Rarity";"Color";"Cost";"P/T";"Type";"Text";"Flavor"
"Lurking Informant";"RAV";"C";"Gld";"1%V";"1/2";"Creature - Human Rogue";"#(%V can be paid with either %U or %B.)#
%2, %T: Look at the top card of target player’s library. You may put that card into that player’s graveyard.";""
"Lurking Nightstalker";"P2";"C";"B";"BB";"1/1";"Creature - Nightstalker";"Whenever Lurking Nightstalker attacks, it gets +2/+0 until end of turn.";""
"Lyev Skyknight";"RTR";"U";"Gld";"1WU";"3/1";"Creature - Human Knight";"Flying
When Lyev Skyknight enters the battlefield, detain target nonland permanent an opponent controls. #(Until your next turn, that permanent can’t attack or block and its activated abilities can’t be activated.)#";""
"Lymph Sliver";"FUT";"C";"W";"4W";"3/3";"Creature - Sliver";"All Sliver creatures have absorb 1. #(If a source would deal damage to a Sliver, prevent 1 of that damage.)#";""
"Lynx";"P2";"C";"G";"1G";"2/1";"Creature - Cat";"Forestwalk";""
"Lynx";"ST";"U";"G";"1G";"2/1";"Creature - Cat";"Forestwalk";""
"Lys Alana Bowmaster";"MOR";"C";"G";"2G";"2/2";"Creature - Elf Archer";"Reach #(This can block creatures with flying.)#
Whenever you cast an Elf spell, you may have Lys Alana Bowmaster deal 2 damage to target creature with flying.";""
"Lys Alana Huntmaster";"EVG";"C";"G";"2GG";"3/3";"Creature - Elf Warrior";"Whenever you cast an Elf spell, you may put a 1/1 green Elf Warrior creature token onto the battlefield.";""
"Lys Alana Huntmaster";"DPA";"C";"G";"2GG";"3/3";"Creature - Elf Warrior";"Whenever you cast an Elf spell, you may put a 1/1 green Elf Warrior creature token onto the battlefield.";""
"Lys Alana Huntmaster";"LRW";"C";"G";"2GG";"3/3";"Creature - Elf Warrior";"Whenever you cast an Elf spell, you may put a 1/1 green Elf Warrior creature token onto the battlefield.";""
"Lys Alana Scarblade";"LRW";"U";"B";"2B";"1/1";"Creature - Elf Assassin";"%T, Discard an Elf card: Target creature gets -X/-X until end of turn, where X is the number of Elves you control.";""
"Lyzolda, the Blood Witch";"DIS";"R";"Gld";"1BR";"3/1";"Legendary Creature - Human Cleric";"%2, Sacrifice a creature: Lyzolda, the Blood Witch deals 2 damage to target creature or player if the sacrificed creature was red. Draw a card if the sacrificed creature was black.";""
"Ma Chao, Western Warrior";"P3";"R";"R";"3RR";"3/3";"Legendary Creature - Human Soldier Warrior";"Horsemanship #(This creature can’t be blocked except by creatures with horsemanship.)#
Whenever Ma Chao, Western Warrior attacks alone, it’s unblockable this combat.";""
"Maalfeld Twins";"AVR";"U";"B";"5B";"4/4";"Creature - Zombie";"When Maalfeld Twins dies, put two 2/2 black Zombie creature tokens onto the battlefield.";""
"Macetail Hystrodon";"LE";"C";"R";"6R";"4/4";"Creature - Beast";"First strike, haste
Cycling %3 #(%3, Discard this card: Draw a card.)#";""
"Mad Auntie";"JUN";"";"B";"2B";"2/2";"Creature - Goblin Shaman";"Other Goblin creatures you control get +1/+1.
%T: Regenerate another target Goblin.";""
"Mad Auntie";"LRW";"R";"B";"2B";"2/2";"Creature - Goblin Shaman";"Other Goblin creatures you control get +1/+1.
%T: Regenerate another target Goblin.";""
"Mad Dog";"OD";"C";"R";"1R";"2/2";"Creature - Hound";"At the beginning of your end step, if Mad Dog didn’t attack or come under your control this turn, sacrifice it.";""
"Mad Prophet";"AVR";"C";"R";"3R";"2/2";"Creature - Human Shaman";"Haste
%T, Discard a card: Draw a card.";""
"Maddening Imp";"TE";"R";"B";"2B";"1/1";"Creature - Imp";"Flying
%T: Non-Wall creatures the active player controls attack this turn if able. At the beginning of the next end step, destroy each of those creatures that didn’t attack this turn. Activate this ability only during an opponent’s turn and only before combat.";""
"Madrush Cyclops";"ARB";"R";"Gld";"1BRG";"3/4";"Creature - Cyclops Warrior";"Creatures you control have haste.";""
"Maelstrom Archangel";"CFX";"M";"Gld";"WUBRG";"5/5";"Creature - Angel";"Flying
Whenever Maelstrom Archangel deals combat damage to a player, you may cast a nonland card from your hand without paying its mana cost.";""
"Maelstrom Djinn";"FUT";"R";"U";"7U";"5/6";"Creature - Djinn";"Flying
Morph %2%U #(You may cast this face down as a 2/2 creature for %3. Turn it face up any time for its morph cost.)#
When Maelstrom Djinn is turned face up, put two time counters on it and it gains vanishing. #(At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)#";""
"Maelstrom Wanderer";"CM1";"M";"Gld";"5URG";"7/5";"Legendary Creature - Elemental";"Creatures you control have haste.
Cascade, cascade #(When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order. Then do it again.)#";""
"Maelstrom Wanderer";"PC2";"M";"Gld";"5URG";"7/5";"Legendary Creature - Elemental";"Creatures you control have haste.
Cascade, cascade #(When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order. Then do it again.)#";""
"Maga, Traitor to Mortals";"SOK";"R";"B";"XBBB";"0/0";"Legendary Creature - Human Wizard";"Maga, Traitor to Mortals enters the battlefield with X +1/+1 counters on it.
When Maga enters the battlefield, target player loses life equal to the number of +1/+1 counters on it.";""
"Mage il-Vec";"EX";"C";"R";"2R";"2/2";"Creature - Human Wizard";"%T, Discard a card at random: Mage il-Vec deals 1 damage to target creature or player.";""
"Mageta the Lion";"PY";"R";"W";"3WW";"3/3";"Legendary Creature - Human Spellshaper";"%2%W%W, %T, Discard two cards: Destroy all creatures except for Mageta the Lion. Those creatures can’t be regenerated.";""
"Maggot Carrier";"PS";"C";"B";"B";"1/1";"Creature - Zombie";"When Maggot Carrier enters the battlefield, each player loses 1 life.";""
"Maggot Carrier";"8E";"C";"B";"B";"1/1";"Creature - Zombie";"When Maggot Carrier enters the battlefield, each player loses 1 life.";""
"Magical Hacker";"UNH";"U";"U";"1U";"1/2";"Creature - Human Gamer";"%U: Change the text of target spell or permanent by replacing all instances of + with -, and vice versa, until end of turn.";""
"Magister Sphinx";"CFX";"R";"Gld";"4WUB";"5/5";"Artifact Creature - Sphinx";"Flying
When Magister Sphinx enters the battlefield, target player’s life total becomes 10.";""
"Magister Sphinx";"ARC";"R";"Gld";"4WUB";"5/5";"Artifact Creature - Sphinx";"Flying
When Magister Sphinx enters the battlefield, target player’s life total becomes 10.";""
"Magma Giant";"FD";"R";"R";"5RR";"5/5";"Creature - Giant";"When Magma Giant enters the battlefield, it deals 2 damage to each creature and each player.";""
"Magma Giant";"P2";"R";"R";"5RR";"5/5";"Creature - Giant";"When Magma Giant enters the battlefield, it deals 2 damage to each creature and each player.";""
"Magma Phoenix";"M11";"R";"R";"3RR";"3/3";"Creature - Phoenix";"Flying
When Magma Phoenix dies, it deals 3 damage to each creature and each player.
%3%R%R: Return Magma Phoenix from your graveyard to your hand.";""
"Magma Phoenix";"M10";"R";"R";"3RR";"3/3";"Creature - Phoenix";"Flying
When Magma Phoenix dies, it deals 3 damage to each creature and each player.
%3%R%R: Return Magma Phoenix from your graveyard to your hand.";""
"Magma Sliver";"LE";"R";"R";"3R";"3/3";"Creature - Sliver";"All Slivers have “%T: Target Sliver creature gets +X/+0 until end of turn, where X is the number of Slivers on the battlefield.”";""
"Magmasaur";"TE";"R";"R";"3RR";"0/0";"Creature - Elemental Lizard";"Magmasaur enters the battlefield with five +1/+1 counters on it.
At the beginning of your upkeep, you may remove a +1/+1 counter from Magmasaur. If you don’t, sacrifice Magmasaur and it deals damage equal to the number of +1/+1 counters on it to each creature without flying and each player.";""
"Magmatic Force";"CMD";"R";"R";"5RRR";"7/7";"Creature - Elemental";"At the beginning of each upkeep, Magmatic Force deals 3 damage to target creature or player.";""
"Magmaw";"ROE";"R";"R";"3RR";"4/4";"Creature - Elemental";"%1, Sacrifice a nonland permanent: Magmaw deals 1 damage to target creature or player.";""
"Magnigoth Treefolk";"PS";"R";"G";"4G";"2/6";"Creature - Treefolk";"#Domain# — For each basic land type among lands you control, Magnigoth Treefolk has landwalk of that type.";""
"Magnivore";"9E";"R";"R";"2RR";"*/*";"Creature - Lhurgoyf";"Haste #(This creature can attack the turn it comes under your control.)#
Magnivore’s power and toughness are each equal to the number of sorcery cards in all graveyards.";""
"Magnivore";"OD";"R";"R";"2RR";"*/*";"Creature - Lhurgoyf";"Haste #(This creature can attack the turn it comes under your control.)#
Magnivore’s power and toughness are each equal to the number of sorcery cards in all graveyards.";""
"Magus of the Abyss";"FUT";"R";"B";"3B";"4/3";"Creature - Human Wizard";"At the beginning of each player’s upkeep, destroy target nonartifact creature that player controls of his or her choice. It can’t be regenerated.";""
"Magus of the Arena";"PLC";"R";"R";"4RR";"5/5";"Creature - Human Wizard";"%3, %T: Tap target creature you control and target creature of an opponent’s choice he or she controls. Those creatures fight each other. #(Each deals damage equal to its power to the other.)#";""
"Magus of the Bazaar";"PLC";"R";"U";"1U";"0/1";"Creature - Human Wizard";"%T: Draw two cards, then discard three cards.";""
"Magus of the Candelabra";"TSP";"R";"G";"G";"1/2";"Creature - Human Wizard";"%X, %T: Untap X target lands.";""
"Magus of the Coffers";"PLC";"R";"B";"4B";"4/4";"Creature - Human Wizard";"%2, %T: Add %B to your mana pool for each Swamp you control.";""
"Magus of the Disk";"TSP";"R";"W";"2WW";"2/4";"Creature - Human Wizard";"Magus of the Disk enters the battlefield tapped.
%1, %T: Destroy all artifacts, creatures, and enchantments.";""
"Magus of the Future";"FUT";"R";"U";"2UUU";"2/3";"Creature - Human Wizard";"Play with the top card of your library revealed.
You may play the top card of your library.";""
"Magus of the Jar";"TSP";"R";"U";"3UU";"3/3";"Creature - Human Wizard";"%T, Sacrifice Magus of the Jar: Each player exiles all cards from his or her hand face down and draws seven cards. At the beginning of the next end step, each player discards his or her hand and returns to his or her hand each card he or she exiled this way.";""
"Magus of the Library";"PLC";"R";"G";"GG";"1/1";"Creature - Human Wizard";"%T: Add %1 to your mana pool.
%T: Draw a card. Activate this ability only if you have exactly seven cards in hand.";""
"Magus of the Mirror";"TSP";"R";"B";"4BB";"4/2";"Creature - Human Wizard";"%T, Sacrifice Magus of the Mirror: Exchange life totals with target opponent. Activate this ability only during your upkeep.";""
"Magus of the Moat";"FUT";"R";"W";"2WW";"0/3";"Creature - Human Wizard";"Creatures without flying can’t attack.";""
"Magus of the Moon";"FUT";"R";"R";"2R";"2/2";"Creature - Human Wizard";"Nonbasic lands are Mountains.";""
"Magus of the Scroll";"TSP";"R";"R";"R";"1/1";"Creature - Human Wizard";"%3, %T: Name a card. Reveal a card at random from your hand. If it’s the named card, Magus of the Scroll deals 2 damage to target creature or player.";""
"Magus of the Tabernacle";"PLC";"R";"W";"3W";"2/6";"Creature - Human Wizard";"All creatures have “At the beginning of your upkeep, sacrifice this creature unless you pay %1.”";""
"Magus of the Unseen";"IA";"R";"U";"1U";"1/1";"Creature - Human Wizard";"%1%U, %T: Untap target artifact an opponent controls and gain control of it until end of turn. It gains haste until end of turn. When you lose control of the artifact, tap it.";""
"Magus of the Unseen";"5E";"R";"U";"1U";"1/1";"Creature - Human Wizard";"%1%U, %T: Untap target artifact an opponent controls and gain control of it until end of turn. It gains haste until end of turn. When you lose control of the artifact, tap it.";""
"Magus of the Vineyard";"FUT";"R";"G";"G";"1/1";"Creature - Human Wizard";"At the beginning of each player’s precombat main phase, add %G%G to that player’s mana pool.";""
"Magus of the Vineyard";"CMD";"R";"G";"G";"1/1";"Creature - Human Wizard";"At the beginning of each player’s precombat main phase, add %G%G to that player’s mana pool.";""
"Mahamoti Djinn";"A";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Mahamoti Djinn";"7E";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Mahamoti Djinn";"4E";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Mahamoti Djinn";"B";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Mahamoti Djinn";"8E";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Mahamoti Djinn";"R";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Mahamoti Djinn";"U";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Mahamoti Djinn";"DPA";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Mahamoti Djinn";"BD";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Mahamoti Djinn";"10E";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Mahamoti Djinn";"9E";"R";"U";"4UU";"5/6";"Creature - Djinn";"Flying #(This creature can’t be blocked except by creatures with flying or reach.)#";""
"Major Teroh";"TO";"R";"W";"3W";"2/3";"Legendary Creature - Bird Soldier";"Flying
%3%W%W, Sacrifice Major Teroh: Exile all black creatures.";""
"Makeshift Mauler";"ISD";"C";"U";"3U";"4/5";"Creature - Zombie Horror";"As an additional cost to cast Makeshift Mauler, exile a creature card from your graveyard.";""
"Makindi Griffin";"ROE";"C";"W";"3W";"2/4";"Creature - Griffin";"Flying";""
"Makindi Shieldmate";"ZEN";"C";"W";"2W";"0/3";"Creature - Kor Soldier Ally";"Defender
Whenever Makindi Shieldmate or another Ally enters the battlefield under your control, you may put a +1/+1 counter on Makindi Shieldmate.";""
"Malach of the Dawn";"PLC";"U";"W";"2WW";"2/4";"Creature - Angel";"Flying
%W%W%W: Regenerate Malach of the Dawn.";""
"Malachite Golem";"MR";"C";"Art";"6";"5/3";"Artifact Creature - Golem";"%1%G: Malachite Golem gains trample until end of turn.";""
"Malakir Bloodwitch";"ZEN";"R";"B";"3BB";"4/4";"Creature - Vampire Shaman";"Flying, protection from white
When Malakir Bloodwitch enters the battlefield, each opponent loses life equal to the number of Vampires you control. You gain life equal to the life lost this way.";""
"Malfegor";"PRE";"";"Gld";"2BBRR";"6/6";"Legendary Creature - Demon Dragon";"Flying
When Malfegor enters the battlefield, discard your hand. Each opponent sacrifices a creature for each card discarded this way.";""
"Malfegor";"CFX";"M";"Gld";"2BBRR";"6/6";"Legendary Creature - Demon Dragon";"Flying
When Malfegor enters the battlefield, discard your hand. Each opponent sacrifices a creature for each card discarded this way.";""
"Malfegor";"CMD";"M";"Gld";"2BBRR";"6/6";"Legendary Creature - Demon Dragon";"Flying
When Malfegor enters the battlefield, discard your hand. Each opponent sacrifices a creature for each card discarded this way.";""
"Malignus";"AVR";"M";"R";"3RR";"*/*";"Creature - Elemental Spirit";"Malignus’s power and toughness are each equal to half the highest life total among your opponents, rounded up.
Damage that would be dealt by Malignus can’t be prevented.";""
"Man of Measure";"UNH";"C";"W";"1WW";"2/2";"Creature - Human Knight";"As long as you’re shorter than an opponent, Man of Measure has first strike and gets +0/+1.
As long as you’re taller than an opponent, Man of Measure gets +1/+0.";""
"Mana Leech";"US";"U";"B";"2B";"1/1";"Creature - Leech";"You may choose not to untap Mana Leech during your untap step.
%T: Tap target land. It doesn’t untap during its controller’s untap step for as long as Mana Leech remains tapped.";""
"Mana Skimmer";"TSP";"C";"B";"3B";"2/2";"Creature - Leech";"Flying
Whenever Mana Skimmer deals damage to a player, tap target land that player controls. That land doesn’t untap during its controller’s next untap step.";""
"Mana-Charged Dragon";"CMD";"R";"R";"4RR";"5/5";"Creature - Dragon";"Flying, trample
#Join forces# — Whenever Mana-Charged Dragon attacks or blocks, each player starting with you may pay any amount of mana. Mana-Charged Dragon gets +X/+0 until end of turn, where X is the total amount of mana paid this way.";""
"Manaforge Cinder";"SHM";"C";"Gld";"%K";"1/1";"Creature - Elemental Shaman";"%1: Add %B or %R to your mana pool. Activate this ability no more than three times each turn.";""
"Manakin";"TE";"C";"Art";"2";"1/1";"Artifact Creature - Construct";"%T: Add %1 to your mana pool.";""
"Manaplasm";"ALA";"R";"G";"2G";"1/1";"Creature - Ooze";"Whenever you cast a spell, Manaplasm gets +X/+X until end of turn, where X is that spell’s converted mana cost.";""
"Mangara of Corondor";"TSP";"R";"W";"1WW";"1/1";"Legendary Creature - Human Wizard";"%T: Exile Mangara of Corondor and target permanent.";""
"Manic Vandal";"M12";"C";"R";"2R";"2/2";"Creature - Human Warrior";"When Manic Vandal enters the battlefield, destroy target artifact.";""
"Manic Vandal";"M11";"C";"R";"2R";"2/2";"Creature - Human Warrior";"When Manic Vandal enters the battlefield, destroy target artifact.";""
"Mannichi, the Fevered Dream";"BOK";"R";"R";"2R";"1/2";"Legendary Creature - Spirit";"%1%R: Switch each creature’s power and toughness until end of turn.";""
"Manor Gargoyle";"ISD";"R";"Art";"5";"4/4";"Artifact Creature - Gargoyle";"Defender
Manor Gargoyle is indestructible as long as it has defender.
%1: Until end of turn, Manor Gargoyle loses defender and gains flying.";""
"Manor Skeleton";"ISD";"C";"B";"1B";"1/1";"Creature - Skeleton";"Haste
%1%B: Regenerate Manor Skeleton.";""
"Man-o'-War";"ST";"U";"U";"2U";"2/2";"Creature - Jellyfish";"When Man-o’-War enters the battlefield, return target creature to its owner’s hand.";""
"Man-o'-War";"ARE";"";"U";"2U";"2/2";"Creature - Jellyfish";"When Man-o’-War enters the battlefield, return target creature to its owner’s hand.";""
"Man-o'-War";"PT";"U";"U";"2U";"2/2";"Creature - Jellyfish";"When Man-o’-War enters the battlefield, return target creature to its owner’s hand.";""
"Man-o'-War";"VI";"C";"U";"2U";"2/2";"Creature - Jellyfish";"When Man-o’-War enters the battlefield, return target creature to its owner’s hand.";""
"Man-o'-War";"DD2";"C";"U";"2U";"2/2";"Creature - Jellyfish";"When Man-o’-War enters the battlefield, return target creature to its owner’s hand.";""
"Man-o'-War";"BRB";"C";"U";"2U";"2/2";"Creature - Jellyfish";"When Man-o’-War enters the battlefield, return target creature to its owner’s hand.";""
"Manta Ray";"WL";"C";"U";"1UU";"3/3";"Creature - Fish";"Manta Ray can’t attack unless defending player controls an island.
Manta Ray can’t be blocked except by blue creatures.
When you control no islands, sacrifice Manta Ray.";""
"Manta Riders";"BRB";"C";"U";"U";"1/1";"Creature - Merfolk";"%U: Manta Riders gains flying until end of turn.";""
"Manta Riders";"TE";"C";"U";"U";"1/1";"Creature - Merfolk";"%U: Manta Riders gains flying until end of turn.";""
"Mantis Engine";"UD";"U";"Art";"5";"3/3";"Artifact Creature - Insect";"%2: Mantis Engine gains flying until end of turn. #(It can’t be blocked except by creatures with flying or reach.)#
%2: Mantis Engine gains first strike until end of turn. #(It deals combat damage before creatures without first strike.)#";""
"Mantis Engine";"10E";"U";"Art";"5";"3/3";"Artifact Creature - Insect";"%2: Mantis Engine gains flying until end of turn. #(It can’t be blocked except by creatures with flying or reach.)#
%2: Mantis Engine gains first strike until end of turn. #(It deals combat damage before creatures without first strike.)#";""
"Maralen of the Mornsong";"MOR";"R";"B";"1BB";"2/3";"Legendary Creature - Elf Wizard";"Players can’t draw cards.
At the beginning of each player’s draw step, that player loses 3 life, searches his or her library for a card, puts it into his or her hand, then shuffles his or her library.";""
"Marauding Knight";"IN";"R";"B";"2BB";"2/2";"Creature - Zombie Knight";"Protection from white
Marauding Knight gets +1/+1 for each Plains your opponents control.";""
"Maraxus of Keld";"WL";"R";"R";"4RR";"*/*";"Legendary Creature - Human Warrior";"Maraxus of Keld’s power and toughness are each equal to the number of untapped artifacts, creatures, and lands you control.";""
"Marble Priest";"LG";"U";"Art";"5";"3/3";"Artifact Creature - Cleric";"All Walls able to block Marble Priest do so.
Prevent all combat damage that would be dealt to Marble Priest by Walls.";""
"Marble Titan";"9E";"R";"W";"3W";"3/3";"Creature - Giant";"Creatures with power 3 or greater don’t untap during their controllers’ untap steps.";""
"Marble Titan";"TE";"R";"W";"3W";"3/3";"Creature - Giant";"Creatures with power 3 or greater don’t untap during their controllers’ untap steps.";""
"Marhault Elsdragon";"LG";"U";"Gld";"3RRG";"4/6";"Legendary Creature - Elf Warrior";"Rampage 1 #(Whenever this creature becomes blocked, it gets +1/+1 until end of turn for each creature blocking it beyond the first.)#";""
"Marhault Elsdragon";"CH";"C";"Gld";"3RRG";"4/6";"Legendary Creature - Elf Warrior";"Rampage 1 #(Whenever this creature becomes blocked, it gets +1/+1 until end of turn for each creature blocking it beyond the first.)#";""
"Marisi's Twinclaws";"GTW";"";"Gld";"2%PG";"2/4";"Creature - Cat Warrior";"Double strike";""
"Marisi's Twinclaws";"ARB";"U";"Gld";"2%PG";"2/4";"Creature - Cat Warrior";"Double strike";""
"Marisi's Twinclaws";"DDH";"U";"Gld";"2%PG";"2/4";"Creature - Cat Warrior";"Double strike";""
"Maritime Guard";"M11";"C";"U";"1U";"1/3";"Creature - Merfolk Soldier";"";"Once common in the Kapsho Seas, merfolk were hunted almost to extinction. They survived those dark days and emerged calculating and determined to endure."
"Marjhan";"HL";"U";"U";"5UU";"8/8";"Creature - Leviathan";"Marjhan doesn’t untap during your untap step.
%U%U, Sacrifice a creature: Untap Marjhan. Activate this ability only during your upkeep.
Marjhan can’t attack unless defending player controls an Island.
%U%U: Marjhan gets -1/-0 until end of turn and deals 1 damage to target attacking creature without flying.
When you control no Islands, sacrifice Marjhan.";""
"Marker Beetles";"UD";"C";"G";"1GG";"2/3";"Creature - Insect";"When Marker Beetles dies, target creature gets +1/+1 until end of turn.
%2, Sacrifice Marker Beetles: Draw a card.";""
"Markov Blademaster";"DKA";"R";"R";"1RR";"1/1";"Creature - Vampire Warrior";"Double strike
Whenever Markov Blademaster deals combat damage to a player, put a +1/+1 counter on it.";""
"Markov Patrician";"ISD";"C";"B";"2B";"3/1";"Creature - Vampire";"Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#";""
"Markov Warlord";"DKA";"U";"R";"5R";"4/4";"Creature - Vampire Warrior";"Haste
When Markov Warlord enters the battlefield, up to two target creatures can’t block this turn.";""
"Maro";"7E";"R";"G";"2GG";"*/*";"Creature - Elemental";"Maro’s power and toughness are each equal to the number of cards in your hand.";""
"Maro";"MI";"R";"G";"2GG";"*/*";"Creature - Elemental";"Maro’s power and toughness are each equal to the number of cards in your hand.";""
"Maro";"9E";"R";"G";"2GG";"*/*";"Creature - Elemental";"Maro’s power and toughness are each equal to the number of cards in your hand.";""
"Maro";"6E";"R";"G";"2GG";"*/*";"Creature - Elemental";"Maro’s power and toughness are each equal to the number of cards in your hand.";""
"Maro";"8E";"R";"G";"2GG";"*/*";"Creature - Elemental";"Maro’s power and toughness are each equal to the number of cards in your hand.";""
"Marrow Bats";"AVR";"U";"B";"4B";"4/1";"Creature - Bat Skeleton";"Flying
Pay 4 life: Regenerate Marrow Bats.";""
"Marrow Chomper";"ARB";"U";"Gld";"3BG";"3/3";"Creature - Zombie Lizard";"Devour 2 #(As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with twice that many +1/+1 counters on it.)#
When Marrow Chomper enters the battlefield, you gain 2 life for each creature it devoured.";""
"Marrow-Gnawer";"CHK";"R";"B";"3BB";"2/3";"Legendary Creature - Rat Rogue";"Rat creatures have fear. #(They can’t be blocked except by artifact creatures and/or black creatures.)#
%T, Sacrifice a Rat: Put X 1/1 black Rat creature tokens onto the battlefield, where X is the number of Rats you control.";""
"Marsh Boa";"PY";"C";"G";"G";"1/1";"Creature - Snake";"Swampwalk";""
"Marsh Crocodile";"PS";"U";"Gld";"2UB";"4/4";"Creature - Crocodile";"When Marsh Crocodile enters the battlefield, return a blue or black creature you control to its owner’s hand.
When Marsh Crocodile enters the battlefield, each player discards a card.";""
"Marsh Flitter";"LRW";"U";"B";"3B";"1/1";"Creature - Faerie Rogue";"Flying
When Marsh Flitter enters the battlefield, put two 1/1 black Goblin Rogue creature tokens onto the battlefield.
Sacrifice a Goblin: Marsh Flitter becomes 3/3 until end of turn.";""
"Marsh Goblins";"DK";"C";"Gld";"BR";"1/1";"Creature - Goblin";"Swampwalk";""
"Marsh Lurker";"TE";"C";"B";"3B";"3/2";"Creature - Beast";"Sacrifice a Swamp: Marsh Lurker gains fear until end of turn. #(It can’t be blocked except by artifact creatures and/or black creatures.)#";""
"Marsh Threader";"WWK";"C";"W";"1W";"2/1";"Creature - Kor Scout";"Swampwalk";""
"Marsh Viper";"DK";"C";"G";"3G";"1/2";"Creature - Snake";"Whenever Marsh Viper deals damage to a player, that player gets two poison counters. #(A player with ten or more poison counters loses the game.)#";""
"Marsh Viper";"5E";"C";"G";"3G";"1/2";"Creature - Snake";"Whenever Marsh Viper deals damage to a player, that player gets two poison counters. #(A player with ten or more poison counters loses the game.)#";""
"Marsh Viper";"4E";"C";"G";"3G";"1/2";"Creature - Snake";"Whenever Marsh Viper deals damage to a player, that player gets two poison counters. #(A player with ten or more poison counters loses the game.)#";""
"Marshdrinker Giant";"EVE";"U";"G";"3GG";"4/3";"Creature - Giant Warrior";"When Marshdrinker Giant enters the battlefield, destroy target Island or Swamp an opponent controls.";""
"Marton Stromgald";"IA";"R";"R";"2RR";"1/1";"Legendary Creature - Human Knight";"Whenever Marton Stromgald attacks, other attacking creatures get +1/+1 until end of turn for each attacking creature other than Marton Stromgald.
Whenever Marton Stromgald blocks, other blocking creatures get +1/+1 until end of turn for each blocking creature other than Marton Stromgald.";""
"Martyr of Ashes";"CS";"C";"R";"R";"1/1";"Creature - Human Shaman";"%2, Reveal X red cards from your hand, Sacrifice Martyr of Ashes: Martyr of Ashes deals X damage to each creature without Flying.";""
"Martyr of Bones";"CS";"C";"B";"B";"1/1";"Creature - Human Wizard";"%1, Reveal X black cards from your hand, Sacrifice Martyr of Bones: Exile up to X target cards from a single graveyard.";""
"Martyr of Frost";"DD2";"C";"U";"U";"1/1";"Creature - Human Wizard";"%2, Reveal X blue cards from your hand, Sacrifice Martyr of Frost: Counter target spell unless its controller pays %X.";""
"Martyr of Frost";"CS";"C";"U";"U";"1/1";"Creature - Human Wizard";"%2, Reveal X blue cards from your hand, Sacrifice Martyr of Frost: Counter target spell unless its controller pays %X.";""
"Martyr of Sands";"CS";"C";"W";"W";"1/1";"Creature - Human Cleric";"%1, Reveal X white cards from your hand, Sacrifice Martyr of Sands: You gain three times X life.";""
"Martyr of Spores";"CS";"C";"G";"G";"1/1";"Creature - Human Shaman";"%1, Reveal X green cards from your hand, Sacrifice Martyr of Spores: Target creature gets +X/+X until end of turn.";""
"Martyred Rusalka";"GP";"U";"W";"W";"1/1";"Creature - Spirit";"%W, Sacrifice a creature: Target creature can’t attack this turn.";""
"Martyrs of Korlis";"AQ";"U";"W";"3WW";"1/6";"Creature - Human";"As long as Martyrs of Korlis is untapped, all damage that would be dealt to you by artifacts is dealt to Martyrs of Korlis instead.";""
"Masako the Humorless";"CHK";"R";"W";"2W";"2/1";"Legendary Creature - Human Advisor";"Flash
Tapped creatures you control can block as though they were untapped.";""
"Masked Admirers";"LRW";"R";"G";"2GG";"3/2";"Creature - Elf Shaman";"When Masked Admirers enters the battlefield, draw a card.
Whenever you cast a creature spell, you may pay %G%G. If you do, return Masked Admirers from your graveyard to your hand.";""
"Masked Gorgon";"JU";"R";"B";"4B";"5/5";"Creature - Gorgon";"Green creatures and white creatures have protection from Gorgons.
#Threshold# — Masked Gorgon has protection from green and from white as long as seven or more cards are in your graveyard.";""
"Mass of Ghouls";"FUT";"C";"B";"3BB";"5/3";"Creature - Zombie Warrior";"";""
