Name	Edition	Rarity	Cost	P/T	Type	Text	Flavor
Sun Titan	M11	M	4WW	6/6	Creature - Giant	"Vigilance
Whenever Sun Titan enters the battlefield or attacks, you may return target permanent card with converted mana cost 3 or less from your graveyard to the battlefield."	
Sun Titan	M12	M	4WW	6/6	Creature - Giant	"Vigilance
Whenever Sun Titan enters the battlefield or attacks, you may return target permanent card with converted mana cost 3 or less from your graveyard to the battlefield."	
Sun Titan	PRE		4WW	6/6	Creature - Giant	"Vigilance
Whenever Sun Titan enters the battlefield or attacks, you may return target permanent card with converted mana cost 3 or less from your graveyard to the battlefield."	
Sunastian Falconer	LG	U	3RG	4/4	Legendary Creature - Human Shaman	%T: Add %2 to your mana pool.	
Sunblast Angel	DDI	R	4WW	4/5	Creature - Angel	"Flying
When Sunblast Angel enters the battlefield, destroy all tapped creatures."	
Sunblast Angel	SOM	R	4WW	4/5	Creature - Angel	"Flying
When Sunblast Angel enters the battlefield, destroy all tapped creatures."	
Sunblast Angel	STO		4WW	4/5	Creature - Angel	"Flying
When Sunblast Angel enters the battlefield, destroy all tapped creatures."	
Suncrusher	FD	R	9	3/3	Artifact Creature - Construct	"Sunburst #(This enters the battlefield with a +1/+1 counter on it for each color of mana spent to cast it.)#
%4, %T, Remove a +1/+1 counter from Suncrusher: Destroy target creature.
%2, Remove a +1/+1 counter from Suncrusher: Return Suncrusher to its ownerﾒs hand."	
Sundering Titan	ARC	R	8	7/10	Artifact Creature - Golem	When Sundering Titan enters the battlefield or leaves the battlefield, choose a land of each basic land type, then destroy those lands.	
Sundering Titan	DS	R	8	7/10	Artifact Creature - Golem	When Sundering Titan enters the battlefield or leaves the battlefield, choose a land of each basic land type, then destroy those lands.	
Sundering Titan	V10	M	8	7/10	Artifact Creature - Golem	When Sundering Titan enters the battlefield or leaves the battlefield, choose a land of each basic land type, then destroy those lands.	
Sunflare Shaman	MOR	C	1R	2/1	Creature - Elemental Shaman	%1%R, %T: Sunflare Shaman deals X damage to target creature or player and X damage to itself, where X is the number of Elemental cards in your graveyard.	
Sunhome Enforcer	RAV	U	2RW	2/4	Creature - Giant Soldier	"Whenever Sunhome Enforcer deals combat damage, you gain that much life.
%1%R: Sunhome Enforcer gets +1/+0 until end of turn."	
Sunhome Guildmage	GTC	U	RW	2/2	Creature - Human Wizard	"%1%R%W: Creatures you control get +1/+0 until end of turn.
%2%R%W: Put a 1/1 red and white Soldier creature token with haste onto the battlefield."	
Sunrise Sovereign	LRW	R	5R	5/5	Creature - Giant Warrior	Other Giant creatures you control get +2/+2 and have trample.	
Sunscape Apprentice	IN	C	W	1/1	Creature - Human Wizard	"%G, %T: Target creature gets +1/+1 until end of turn.
%U, %T: Put target creature you control on top of its ownerﾒs library."	
Sunscape Battlemage	DDE	U	2W	2/2	Creature - Human Wizard	"Kicker %1%G and/or %2%U #(You may pay an additional %1%G and/or %2%U as you cast this spell.)#
When Sunscape Battlemage enters the battlefield, if it was kicked with its %1%G kicker, destroy target creature with flying.
When Sunscape Battlemage enters the battlefield, if it was kicked with its %2%U kicker, draw two cards."	
Sunscape Battlemage	PS	U	2W	2/2	Creature - Human Wizard	"Kicker %1%G and/or %2%U #(You may pay an additional %1%G and/or %2%U as you cast this spell.)#
When Sunscape Battlemage enters the battlefield, if it was kicked with its %1%G kicker, destroy target creature with flying.
When Sunscape Battlemage enters the battlefield, if it was kicked with its %2%U kicker, draw two cards."	
Sunscape Familiar	PS	C	1W	0/3	Creature - Wall	"Defender #(This creature canﾒt attack.)#
Green spells and blue spells you cast cost %1 less to cast."	
Sunscape Master	IN	R	2WW	2/2	Creature - Human Wizard	"%G%G, %T: Creatures you control get +2/+2 until end of turn.
%U%U, %T: Return target creature to its ownerﾒs hand."	
Sunseed Nurturer	ALA	U	2W	1/1	Creature - Human Druid Wizard	"At the beginning of your end step, if you control a creature with power 5 or greater, you may gain 2 life.
%T: Add %1 to your mana pool."	
Sunspear Shikari	SOM	C	1W	2/2	Creature - Cat Soldier	As long as Sunspear Shikari is equipped, it has first strike and lifelink.	
Sunspire Griffin	RTR	C	1WW	2/3	Creature - Griffin	Flying	
Sunstrike Legionnaire	LE	R	1W	1/2	Creature - Human Soldier	"Sunstrike Legionnaire doesnﾒt untap during your untap step.
Whenever another creature enters the battlefield, untap Sunstrike Legionnaire.
%T: Tap target creature with converted mana cost 3 or less."	
Suntail Hawk	9	C	W	1/1	Creature - Bird	Flying #(This creature canﾒt be blocked except by creatures with flying or reach.)#	
Suntail Hawk	8	C	W	1/1	Creature - Bird	Flying #(This creature canﾒt be blocked except by creatures with flying or reach.)#	
Suntail Hawk	10	C	W	1/1	Creature - Bird	Flying #(This creature canﾒt be blocked except by creatures with flying or reach.)#	
Suntail Hawk	JU	C	W	1/1	Creature - Bird	Flying #(This creature canﾒt be blocked except by creatures with flying or reach.)#	
Suntouched Myr	HOP	C	3	0/0	Artifact Creature - Myr	Sunburst #(This enters the battlefield with a +1/+1 counter on it for each color of mana spent to cast it.)#	
Suntouched Myr	FD	C	3	0/0	Artifact Creature - Myr	Sunburst #(This enters the battlefield with a +1/+1 counter on it for each color of mana spent to cast it.)#	
Sunweb	MI	R	3W	5/6	Creature - Wall	"Defender #(This creature canﾒt attack.)#
Flying
Sunweb canﾒt block creatures with power 2 or less."	
Sunweb	7	R	3W	5/6	Creature - Wall	"Defender #(This creature canﾒt attack.)#
Flying
Sunweb canﾒt block creatures with power 2 or less."	
Sunweb	6	R	3W	5/6	Creature - Wall	"Defender #(This creature canﾒt attack.)#
Flying
Sunweb canﾒt block creatures with power 2 or less."	
Sunweb	8	R	3W	5/6	Creature - Wall	"Defender #(This creature canﾒt attack.)#
Flying
Sunweb canﾒt block creatures with power 2 or less."	
Supreme Exemplar	MOR	R	6U	10/10	Creature - Elemental	"Flying
Champion an Elemental #(When this enters the battlefield, sacrifice it unless you exile another Elemental you control. When this leaves the battlefield, that card returns to the battlefield.)#"	
Supreme Inquisitor	ON	R	3UU	1/3	Creature - Human Wizard	Tap five untapped Wizards you control: Search target playerﾒs library for up to five cards and exile them. Then that player shuffles his or her library.	
Suq'Ata Assassin	VI	U	1BB	1/1	Creature - Human Assassin	"Fear #(This creature canﾒt be blocked except by artifact creatures and/or black creatures.)#
Whenever SuqﾒAta Assassin attacks and isnﾒt blocked, defending player gets a poison counter. #(A player with ten or more poison counters loses the game.)#"	
Suq'Ata Firewalker	MI	U	1UU	0/1	Creature - Human Wizard	"SuqﾒAta Firewalker canﾒt be the target of red spells or abilities from red sources.
%T: SuqﾒAta Firewalker deals 1 damage to target creature or player."	
Suq'Ata Lancer	VI	C	2R	2/2	Creature - Human Knight	"Haste
Flanking #(Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)#"	
Suq'Ata Lancer	TSB	R	2R	2/2	Creature - Human Knight	"Haste
Flanking #(Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)#"	
Surgespanner	LRW	R	2UU	2/2	Creature - Merfolk Wizard	Whenever Surgespanner becomes tapped, you may pay %1%U. If you do, return target permanent to its ownerﾒs hand.	
Surging Sentinels	CS	C	2W	2/1	Creature - Human Soldier	"First strike
Ripple 4 #(When you cast this spell, you may reveal the top four cards of your library. You may cast any revealed cards with the same name as this spell without paying their mana costs. Put the rest on the bottom of your library.)#"	
Surrakar Banisher	WWK	C	4U	3/3	Creature - Surrakar	When Surrakar Banisher enters the battlefield, you may return target tapped creature to its ownerﾒs hand.	
Surrakar Marauder	ZEN	C	1B	2/1	Creature - Surrakar	#Landfall# ﾗ Whenever a land enters the battlefield under your control, Surrakar Marauder gains intimidate until end of turn. #(It canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#	
Surrakar Spellblade	ROE	R	1UU	2/1	Creature - Surrakar	"Whenever you cast an instant or sorcery spell, you may put a charge counter on Surrakar Spellblade.
Whenever Surrakar Spellblade deals combat damage to a player, you may draw X cards, where X is the number of charge counters on it."	
Surveilling Sprite	DDH	C	1U	1/1	Creature - Faerie Rogue	"Flying
When Surveilling Sprite dies, you may draw a card."	
Surveilling Sprite	RAV	C	1U	1/1	Creature - Faerie Rogue	"Flying
When Surveilling Sprite dies, you may draw a card."	
Survivor of the Unseen	CS	C	2U	2/1	Creature - Human Wizard	"Cumulative upkeep %2 #(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)#
%T: Draw two cards, then put a card from your hand on top of your library."	
Sustainer of the Realm	DDC	U	2WW	2/3	Creature - Angel	"Flying
Whenever Sustainer of the Realm blocks, it gets +0/+2 until end of turn."	
Sustainer of the Realm	7	U	2WW	2/3	Creature - Angel	"Flying
Whenever Sustainer of the Realm blocks, it gets +0/+2 until end of turn."	
Sustainer of the Realm	UL	U	2WW	2/3	Creature - Angel	"Flying
Whenever Sustainer of the Realm blocks, it gets +0/+2 until end of turn."	
Sustaining Spirit	AL	R	1W	0/3	Creature - Angel Spirit	"Cumulative upkeep %1%W #(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)#
Damage that would reduce your life total to less than 1 reduces it to 1 instead."	
Suture Priest	NPH	C	1W	1/1	Creature - Cleric	"Whenever another creature enters the battlefield under your control, you may gain 1 life.
Whenever a creature enters the battlefield under an opponentﾒs control, you may have that player lose 1 life."	
Suture Spirit	EVE	U	1W	1/1	Creature - Spirit	"Flying
%O%O%O: Regenerate target creature."	
Sutured Ghoul	JU	R	4BBB	*/*	Creature - Zombie	"Trample
As Sutured Ghoul enters the battlefield, exile any number of creature cards from your graveyard.
Sutured Ghoulﾒs power is equal to the total power of the exiled cards and its toughness is equal to their total toughness."	
Sutured Ghoul	M12	R	4BBB	*/*	Creature - Zombie	"Trample
As Sutured Ghoul enters the battlefield, exile any number of creature cards from your graveyard.
Sutured Ghoulﾒs power is equal to the total power of the exiled cards and its toughness is equal to their total toughness."	
Svyelunite Priest	FE	U	1U	1/1	Creature - Merfolk Cleric	%U%U, %T: Target creature gains shroud until end of turn. Activate this ability only during your upkeep. #(It canﾒt be the target of spells or abilities.)#	
Swamp Mosquito	TSB	R	1B	0/1	Creature - Insect	"Flying
Whenever Swamp Mosquito attacks and isnﾒt blocked, defending player gets a poison counter. #(A player with ten or more poison counters loses the game.)#"	
Swamp Mosquito (1)	AL	C	1B	0/1	Creature - Insect	"Flying
Whenever Swamp Mosquito attacks and isnﾒt blocked, defending player gets a poison counter. #(A player with ten or more poison counters loses the game.)#"	
Swamp Mosquito (2)	AL	C	1B	0/1	Creature - Insect	"Flying
Whenever Swamp Mosquito attacks and isnﾒt blocked, defending player gets a poison counter. #(A player with ten or more poison counters loses the game.)#"	
Swans of Bryn Argoll	SHM	R	2%D%D	4/3	Creature - Bird Spirit	"Flying
If a source would deal damage to Swans of Bryn Argoll, prevent that damage. The sourceﾒs controller draws cards equal to the damage prevented this way."	
Swarm of Rats	P2	C	1B	*/1	Creature - Rat	Swarm of Ratsﾒs power is equal to the number of Rats you control.	
Swarm of Rats	9	U	1B	*/1	Creature - Rat	Swarm of Ratsﾒs power is equal to the number of Rats you control.	
Swarm of Rats	8	U	1B	*/1	Creature - Rat	Swarm of Ratsﾒs power is equal to the number of Rats you control.	
Swirling Spriggan	EVE	U	2GG	3/3	Creature - Goblin Shaman	%S%S: Target creature you control becomes the color or colors of your choice until end of turn.	
Swooping Talon	LE	U	4WW	2/6	Creature - Bird Soldier	"Flying
%1: Swooping Talon loses flying until end of turn.
Provoke #(When this attacks, you may have target creature defending player controls untap and block it if able.)#"	
Sword Dancer	8	U	1W	1/2	Creature - Human Rebel	%W%W: Target attacking creature gets -1/-0 until end of turn.	
Sword Dancer	PY	U	1W	1/2	Creature - Human Rebel	%W%W: Target attacking creature gets -1/-0 until end of turn.	
Sworn Defender	AL	R	2WW	1/3	Creature - Human Knight	%1: Sworn Defenderﾒs power becomes the toughness of target creature blocking or being blocked by Sworn Defender minus 1 until end of turn, and Sworn Defenderﾒs toughness becomes 1 plus the power of that creature until end of turn.	
Sygg, River Cutthroat	SHM	R	%V%V	1/3	Legendary Creature - Merfolk Rogue	At the beginning of each end step, if an opponent lost 3 or more life this turn, you may draw a card. #(Damage causes loss of life.)#	
Sygg, River Guide	LRW	R	WU	2/2	Legendary Creature - Merfolk Wizard	"Islandwalk
%1%W: Target Merfolk you control gains protection from the color of your choice until end of turn."	
Sylvan Basilisk	ST	R	3GG	2/4	Creature - Basilisk	Whenever Sylvan Basilisk becomes blocked by a creature, destroy that creature.	
Sylvan Basilisk	P2	R	3GG	2/4	Creature - Basilisk	Whenever Sylvan Basilisk becomes blocked by a creature, destroy that creature.	
Sylvan Basilisk	10	U	3GG	2/4	Creature - Basilisk	Whenever Sylvan Basilisk becomes blocked by a creature, destroy that creature.	
Sylvan Hierophant	WL	U	1G	1/2	Creature - Human Cleric	When Sylvan Hierophant dies, exile Sylvan Hierophant, then return another target creature card from your graveyard to your hand.	
Sylvan Messenger	AP	U	3G	2/2	Creature - Elf	"Trample
When Sylvan Messenger enters the battlefield, reveal the top four cards of your library. Put all Elf cards revealed this way into your hand and the rest on the bottom of your library in any order."	
Sylvan Messenger	EVG	U	3G	2/2	Creature - Elf	"Trample
When Sylvan Messenger enters the battlefield, reveal the top four cards of your library. Put all Elf cards revealed this way into your hand and the rest on the bottom of your library in any order."	
Sylvan Primordial	GTC	R	5GG	6/8	Creature - Avatar	"Reach
When Sylvan Primordial enters the battlefield, for each opponent, destroy target noncreature permanent that player controls. For each permanent destroyed this way, search your library for a Forest card and put that card onto the battlefield tapped. Then shuffle your library."	
Sylvan Ranger	GTW		1G	1/1	Creature - Elf Scout	When Sylvan Ranger enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.	
Sylvan Ranger	DDH	C	1G	1/1	Creature - Elf Scout	When Sylvan Ranger enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.	
Sylvan Ranger	M11	C	1G	1/1	Creature - Elf Scout	When Sylvan Ranger enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.	
Sylvan Safekeeper	JU	R	G	1/1	Creature - Human Wizard	Sacrifice a land: Target creature you control gains shroud until end of turn. #(It canﾒt be the target of spells or abilities.)#	
Sylvan Yeti	P2	R	2GG	*/4	Creature - Yeti	Sylvan Yetiﾒs power is equal to the number of cards in your hand.	
Sylvan Yeti	ST	R	2GG	*/4	Creature - Yeti	Sylvan Yetiﾒs power is equal to the number of cards in your hand.	
Sylvok Explorer	FD	C	1G	1/1	Creature - Human Druid	%T: Add to your mana pool one mana of any color that a land an opponent controls could produce.	
Sylvok Replica	SOM	C	3	1/3	Artifact Creature - Shaman	%G, Sacrifice Sylvok Replica: Destroy target artifact or enchantment.	
Symbiotic Beast	ON	U	4GG	4/4	Creature - Insect Beast	When Symbiotic Beast dies, put four 1/1 green Insect creature tokens onto the battlefield.	
Symbiotic Elf	ON	C	3G	2/2	Creature - Elf	When Symbiotic Elf dies, put two 1/1 green Insect creature tokens onto the battlefield.	
Symbiotic Wurm	CMD	R	5GGG	7/7	Creature - Wurm	When Symbiotic Wurm dies, put seven 1/1 green Insect creature tokens onto the battlefield.	
Symbiotic Wurm	ON	R	5GGG	7/7	Creature - Wurm	When Symbiotic Wurm dies, put seven 1/1 green Insect creature tokens onto the battlefield.	
Synapse Sliver	LE	R	4U	3/3	Creature - Sliver	Whenever a Sliver deals combat damage to a player, its controller may draw a card.	
Synchronous Sliver	PLC	C	4U	3/3	Creature - Sliver	All Sliver creatures have vigilance.	
Syndic of Tithes	GTC	C	1W	2/2	Creature - Human Cleric	Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#	
Syndicate Enforcer	GTC	C	3B	3/2	Creature - Human Rogue	Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#	
Synod Artificer	DS	R	2U	1/2	Creature - Vedalken Artificer	"%X, %T: Tap X target noncreature artifacts.
%X, %T: Untap X target noncreature artifacts."	
Synod Centurion	FD	U	4	4/4	Artifact Creature - Construct	When you control no other artifacts, sacrifice Synod Centurion.	
Synod Centurion	ARC	U	4	4/4	Artifact Creature - Construct	When you control no other artifacts, sacrifice Synod Centurion.	
Synod Centurion	DDF	U	4	4/4	Artifact Creature - Construct	When you control no other artifacts, sacrifice Synod Centurion.	
Szadek, Lord of Secrets	RAV	R	3UUBB	5/5	Legendary Creature - Vampire	"Flying
If Szadek, Lord of Secrets would deal combat damage to a player, instead put that many +1/+1 counters on Szadek and that player puts that many cards from the top of his or her library into his or her graveyard."	
Szadek, Lord of Secrets	CMD	R	3UUBB	5/5	Legendary Creature - Vampire	"Flying
If Szadek, Lord of Secrets would deal combat damage to a player, instead put that many +1/+1 counters on Szadek and that player puts that many cards from the top of his or her library into his or her graveyard."	
Tahngarth, Talruum Hero	PS	R	3RR	4/4	Legendary Creature - Minotaur Warrior	"Vigilance
%1%R, %T: Tahngarth, Talruum Hero deals damage equal to its power to target creature. That creature deals damage equal to its power to Tahngarth."	
Tahngarth, Talruum Hero (Alt)	PS	R	3RR	4/4	Legendary Creature - Minotaur Warrior	"Vigilance
%1%R, %T: Tahngarth, Talruum Hero deals damage equal to its power to target creature. That creature deals damage equal to its power to Tahngarth."	
Tainted Monkey	UNH	C	1B	1/1	Creature - Ape	%T: Choose a word. Target player puts the top card of his or her library into his or her graveyard. If that card has the chosen word in its text box, that player loses 3 life.	
Tainted Specter	MI	R	3B	2/2	Creature - Specter	"Flying
%1%B%B, %T: Target player discards a card unless he or she puts a card from his or her hand on top of his or her library. If that player discards a card this way, Tainted Specter deals 1 damage to each creature and each player. Activate this ability only any time you could cast a sorcery."	
Taj-Nar Swordsmith	MR	U	3W	2/3	Creature - Cat Soldier	When Taj-Nar Swordsmith enters the battlefield, you may pay %X. If you do, search your library for an Equipment card with converted mana cost X or less and put that card onto the battlefield. Then shuffle your library.	
Tajuru Archer	ZEN	U	2G	1/2	Creature - Elf Archer Ally	Whenever Tajuru Archer or another Ally enters the battlefield under your control, you may have Tajuru Archer deal damage to target creature with flying equal to the number of Allies you control.	
Tajuru Preserver	ROE	R	1G	2/1	Creature - Elf Shaman	Spells and abilities your opponents control canﾒt cause you to sacrifice permanents.	
Takeno, Samurai General	CHK	R	5W	3/3	Legendary Creature - Human Samurai	"Bushido 2 #(When this blocks or becomes blocked, it gets +2/+2 until end of turn.)#
Each other Samurai creature you control gets +1/+1 for each point of bushido it has."	
Takeno's Cavalry	BOK	C	3W	1/1	Creature - Human Samurai Archer	"Bushido 1 #(When this blocks or becomes blocked, it gets +1/+1 until end of turn.)#
%T: Takenoﾒs Cavalry deals 1 damage to target attacking or blocking Spirit."	
Takenuma Bleeder	BOK	C	2B	3/3	Creature - Ogre Shaman	Whenever Takenuma Bleeder attacks or blocks, you lose 1 life if you donﾒt control a Demon.	
Talara's Battalion	EVE	R	1G	4/3	Creature - Elf Warrior	"Trample
Cast Talaraﾒs Battalion only if youﾒve cast another green spell this turn."	
Talara's Battalion	DPA	R	1G	4/3	Creature - Elf Warrior	"Trample
Cast Talaraﾒs Battalion only if youﾒve cast another green spell this turn."	
Talas Air Ship	P2	C	3U	3/2	Creature - Human Pirate	Flying	
Talas Explorer	P2	C	1U	1/1	Creature - Human Pirate Scout	"Flying
When Talas Explorer enters the battlefield, look at target opponentﾒs hand."	
Talas Merchant	P2	C	1U	1/3	Creature - Human Pirate		The trader let loose a laugh that made all around him check their purses.
Talas Researcher	P2	R	4U	1/1	Creature - Human Pirate Wizard	%T: Draw a card. Activate this ability only during your turn, before attackers are declared.	
Talas Scout	P2	C	1U	1/2	Creature - Human Pirate Scout	Flying	
Talas Warrior	P2	R	1UU	2/2	Creature - Human Pirate Warrior	Talas Warrior is unblockable.	
Tallowisp	BOK	U	1W	1/3	Creature - Spirit	Whenever you cast a Spirit or Arcane spell, you may search your library for an Aura card with enchant creature, reveal it, and put it into your hand. If you do, shuffle your library.	
Talon Sliver	TE	C	1W	1/1	Creature - Sliver	All Sliver creatures have first strike.	
Talon Trooper	ARB	C	1WU	2/3	Creature - Bird Scout	Flying	
Talonrend	EVE	U	4U	0/5	Creature - Elemental	"Flying
%I: Talonrend gets +1/-1 until end of turn."	
Talrand, Sky Summoner	M13	R	2UU	2/2	Legendary Creature - Merfolk Wizard	Whenever you cast an instant or sorcery spell, put a 2/2 blue Drake creature token with flying onto the battlefield.	
Talruum Champion	VI	C	4R	3/3	Creature - Minotaur	"First strike
Whenever Talruum Champion blocks or becomes blocked by a creature, that creature loses first strike until end of turn."	
Talruum Minotaur	MI	C	2RR	3/3	Creature - Minotaur Berserker	Haste	
Talruum Minotaur	BD	C	2RR	3/3	Creature - Minotaur Berserker	Haste	
Talruum Minotaur	6	C	2RR	3/3	Creature - Minotaur Berserker	Haste	
Talruum Piper	VI	U	4R	3/3	Creature - Minotaur	All creatures with flying able to block Talruum Piper do so.	
Talus Paladin	WWK	R	3W	2/3	Creature - Human Knight Ally	Whenever Talus Paladin or another Ally enters the battlefield under your control, you may have Allies you control gain lifelink until end of turn, and you may put a +1/+1 counter on Talus Paladin.	
Tamanoa	CS	R	RGW	2/4	Creature - Spirit	Whenever a noncreature source you control deals damage, you gain that much life.	
Tamiyo, the Moon Sage	AVR	M	3UU	%4#/	Planeswalker - Tamiyo	"+1: Tap target permanent. It doesnﾒt untap during its controllerﾒs next untap step.
-2: Draw a card for each tapped creature target player controls.
-8: You get an emblem with ﾓYou have no maximum hand sizeﾔ and ﾓWhenever a card is put into your graveyard from anywhere, you may return it to your hand.ﾔ"	
Tandem Lookout	AVR	U	2U	2/1	Creature - Human Scout	"Soulbond #(You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)#
As long as Tandem Lookout is paired with another creature, each of those creatures has ﾓWhenever this creature deals damage to an opponent, draw a card.ﾔ"	
Tangle Angler	SOM	U	3G	1/5	Creature - Horror	"Infect #(This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)#
%G: Target creature blocks Tangle Angler this turn if able."	
Tangle Asp	FD	C	1G	1/2	Creature - Snake	Whenever Tangle Asp blocks or becomes blocked by a creature, destroy that creature at end of combat.	
Tangle Golem	DS	C	7	5/4	Artifact Creature - Golem	Affinity for Forests #(This spell costs %1 less to cast for each Forest you control.)#	
Tangle Hulk	MBS	C	5	5/3	Artifact Creature - Beast	%2%G: Regenerate Tangle Hulk.	
Tangle Mantis	MBS	C	2GG	3/4	Creature - Insect	Trample	
Tangle Spider	DS	C	4GG	3/4	Creature - Spider	"Flash #(You may cast this spell any time you could cast an instant.)#
Reach #(This creature can block creatures with flying.)#"	
Tangle Spider	10	U	4GG	3/4	Creature - Spider	"Flash #(You may cast this spell any time you could cast an instant.)#
Reach #(This creature can block creatures with flying.)#"	
Tanglewalker	DS	U	2G	2/2	Creature - Dryad	Each creature you control is unblockable as long as defending player controls an artifact land.	
Taniwha	MI	R	3UU	7/7	Legendary Creature - Serpent	"Trample
Phasing #(This phases in or out before you untap during each of your untap steps. While itﾒs phased out, itﾒs treated as though it doesnﾒt exist.)#
At the beginning of your upkeep, all lands you control phase out. #(They phase in before you untap during your next untap step.)#"	
Taoist Hermit	P3	U	2G	2/2	Creature - Human Mystic	Hexproof #(This creature canﾒt be the target of spells or abilities your opponents control.)#	
Taoist Mystic	P3	R	2G	2/2	Creature - Human Mystic	Taoist Mystic canﾒt be blocked by creatures with horsemanship.	
Tar Fiend	ALA	R	5B	4/4	Creature - Elemental	"Devour 2 #(As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with twice that many +1/+1 counters on it.)#
When Tar Fiend enters the battlefield, target player discards a card for each creature it devoured."	
Tar Pit Warrior	BD	C	2B	3/4	Creature - Cyclops Warrior	When Tar Pit Warrior becomes the target of a spell or ability, sacrifice it.	
Tar Pit Warrior	VI	C	2B	3/4	Creature - Cyclops Warrior	When Tar Pit Warrior becomes the target of a spell or ability, sacrifice it.	
Tar Pitcher	EVG	U	3R	2/2	Creature - Goblin Shaman	%T, Sacrifice a Goblin: Tar Pitcher deals 2 damage to target creature or player.	
Tar Pitcher	LRW	U	3R	2/2	Creature - Goblin Shaman	%T, Sacrifice a Goblin: Tar Pitcher deals 2 damage to target creature or player.	
Tariel, Reckoner of Souls	CMD	M	4WBR	4/7	Legendary Creature - Angel	"Flying, vigilance
%T: Choose a creature card at random from target opponentﾒs graveyard. Put that card onto the battlefield under your control."	
Tarmogoyf	FUT	R	1G	*/1+*	Creature - Lhurgoyf	Tarmogoyfﾒs power is equal to the number of card types among cards in all graveyards and its toughness is equal to that number plus 1. #(Artifact, creature, enchantment, instant, land, planeswalker, sorcery, and tribal are card types.)#	
Tarox Bladewing	FUT	R	2RRR	4/3	Legendary Creature - Dragon	"Flying, haste
#Grandeur# ﾗ Discard another card named Tarox Bladewing: Tarox Bladewing gets +X/+X until end of turn, where X is its power."	
Tarpan	IA	C	G	1/1	Creature - Horse	When Tarpan dies, you gain 1 life.	
Tarpan	5	C	G	1/1	Creature - Horse	When Tarpan dies, you gain 1 life.	
Task Force	MM	C	2W	1/3	Creature - Human Rebel	Whenever Task Force becomes the target of a spell or ability, it gets +0/+3 until end of turn.	
Tattered Drake	RAV	C	4U	2/2	Creature - Zombie Drake	"Flying
%B: Regenerate Tattered Drake."	
Tatterkite	SHM	U	3	2/1	Artifact Creature - Scarecrow	"Flying
Tatterkite canﾒt have counters placed on it."	
Tattermunge Duo	SHM	C	2%L	2/3	Creature - Goblin Warrior Shaman	"Whenever you cast a red spell, Tattermunge Duo gets +1/+1 until end of turn.
Whenever you cast a green spell, Tattermunge Duo gains forestwalk until end of turn."	
Tattermunge Maniac	SHM	U	%L	2/1	Creature - Goblin Warrior	Tattermunge Maniac attacks each turn if able.	
Tattermunge Witch	SHM	U	1%L	2/1	Creature - Goblin Shaman	%R%G: Each blocked creature gets +1/+0 and gains trample until end of turn.	
Taunting Elf	UD	C	G	0/1	Creature - Elf	All creatures able to block Taunting Elf do so.	
Taunting Elf	ON	C	G	0/1	Creature - Elf	All creatures able to block Taunting Elf do so.	
Taurean Mauler	HOP	R	2R	2/2	Creature - Shapeshifter	"Changeling #(This card is every creature type at all times.)#
Whenever an opponent casts a spell, you may put a +1/+1 counter on Taurean Mauler."	
Taurean Mauler	MOR	R	2R	2/2	Creature - Shapeshifter	"Changeling #(This card is every creature type at all times.)#
Whenever an opponent casts a spell, you may put a +1/+1 counter on Taurean Mauler."	
Taurean Mauler	ARC	R	2R	2/2	Creature - Shapeshifter	"Changeling #(This card is every creature type at all times.)#
Whenever an opponent casts a spell, you may put a +1/+1 counter on Taurean Mauler."	
Tavern Swindler	RTR	U	1B	2/2	Creature - Human Rogue	%T, Pay 3 life: Flip a coin. If you win the flip, you gain 6 life.	
Teardrop Kami	BOK	C	U	1/1	Creature - Spirit	Sacrifice Teardrop Kami: You may tap or untap target creature.	
Tectonic Fiend	TSP	U	4RR	7/7	Creature - Elemental	"Echo %4%R%R #(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)#
Tectonic Fiend attacks each turn if able."	
Teeka's Dragon	MI	R	9	5/5	Artifact Creature - Dragon	Flying, trample, rampage 4 #(Whenever this creature becomes blocked, it gets +4/+4 until end of turn for each creature blocking it beyond the first.)#	
Teferi, Mage of Zhalfir	V11	M	2UUU	3/4	Legendary Creature - Human Wizard	"Flash #(You may cast this spell any time you could cast an instant.)#
Creature cards you own that arenﾒt on the battlefield have flash.
Each opponent can cast spells only any time he or she could cast a sorcery."	
